Type,Part Number,Brand,Model,Rank,Benchmark,Samples,Difference from 570
GPU,ROG-STRIX-RTX2060-O6G-GAMING,Asus,Asus RTX 2060 6GB ROG STRIX,60,88.6,653453,9095%
GPU,GV-N2060GAMINGOC PRO-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC Pro ,60,88.6,653453,9095%
GPU,06G-P4-2060-KR,EVGA,EVGA RTX 2060 6GB Gaming,60,88.6,653453,9095%
GPU,06G-P4-2068-KR,EVGA,EVGA RTX 2060 KO 6GB Ultra Gaming,60,88.6,653453,9095%
GPU,06G-P4-2066-KR,EVGA,EVGA RTX 2060 KO 6GB Gaming,60,88.6,653453,9095%
GPU,RTX 2060 VENTUS XS 6G OC,MSI,MSI RTX 2060 6GB Ventus XS,60,88.6,653453,9095%
GPU,,Nvidia,RTX 3060 (Laptop),61,88.6,62203,9095%
GPU,,Intel,Arc A750,62,84.9,66,8297%
GPU,,AMD,RX 5700,63,84.6,27396,8233%
GPU,AXRX 5700 8GBD6-M3DH,AMD,PowerColor RX 5700 8GB,63,84.6,27396,8233%
GPU,21294-01-20G,AMD,Sapphire RX 5700 8GB,63,84.6,27396,8233%
GPU,RX-57XL8MFG6,AMD,XFX RX 5700 8GB,63,84.6,27396,8233%
GPU,R5700XT8,AMD,MSI RX 5700 8GB,63,84.6,27396,8233%
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,63,84.6,27396,8233%
GPU,R5700MHC,MSI,MSI RX 5700 8GB Mech,63,84.6,27396,8233%
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,63,84.6,27396,8233%
GPU,AXRX 5700 8GBD6-3DHE/OC,PowerColor,PowerColor RX 5700 8GB Red Devil,63,84.6,27396,8233%
GPU,RX-57XL8LBD6,XFX,XFX RX 5700 8GB DD Ultra,63,84.6,27396,8233%
GPU,GV-R57GAMING OC-8GD,Gigabyte,Gigabyte RX 5700 8GB Gaming OC,63,84.6,27396,8233%
GPU,RX 5700 Evoke OC,MSI,MSI RX 5700 8GB Evoke OC,63,84.6,27396,8233%
GPU,,Nvidia,RTX 2070S (Super Mobile Max-Q),64,83.8,3516,8060%
GPU,,AMD,RX Vega-56,65,82.2,100910,7716%
GPU,21276-00-20G,AMD,Sapphire RX Vega 56 8GB,65,82.2,100910,7716%
GPU,RX-VEGMLBFX6,AMD,XFX RX Vega 56 8GB,65,82.2,100910,7716%
GPU,GV-RXVEGA56-8GD-B,AMD,Gigabyte RX Vega 56 8GB,65,82.2,100910,7716%
GPU,RX Vega 56 Air Boost 8G OC,MSI,MSI RX Vega 56 8GB Gaming Air Boost,65,82.2,100910,7716%
GPU,GV-RXVEGA56GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 56 8GB OC,65,82.2,100910,7716%
GPU,11276-02-40G,Sapphire,Sapphire RX Vega 56 8GB Pulse,65,82.2,100910,7716%
GPU,90-GA0900-00UANF,ASRock,ASRock RX Vega 56 8GB Phantom Gaming X,65,82.2,100910,7716%
GPU,,AMD,RX 6700M,66,80.9,81,7435%
GPU,,AMD,RX 5600-XT,67,80.3,26326,7306%
GPU,11296-01-20G,Sapphire,Sapphire RX 5600 XT 6GB Pulse,67,80.3,26326,7306%
GPU,AXRX 5600XT 6GBD6-3DHE/OC,PowerColor,PowerColor RX 5600 XT 6GB Red Devil,67,80.3,26326,7306%
GPU,RX-56XT6DFD6,XFX,XFX RX 5600 XT 6GB Thicc II PRO,67,80.3,26326,7306%
GPU,RX-56XT6DF46,XFX,XFX RX 5600 XT 6GB Thicc II PRO,67,80.3,26326,7306%
GPU,GV-R56XTGAMING OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Gaming OC,67,80.3,26326,7306%
GPU,GV-R56XTWF2OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Windforce OC,67,80.3,26326,7306%
GPU,Radeon RX 5600 XT GAMING MX,MSI,MSI RX 5600 XT 6GB Gaming MX,67,80.3,26326,7306%
GPU,,Nvidia,GTX 980-Ti,68,79.9,218447,7220%
GPU,06G-P4-4995-KR,EVGA,EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,68,79.9,218447,7220%
GPU,06G-P4-4992-KR,EVGA,EVGA GTX 980 Ti 6GB SC,68,79.9,218447,7220%
GPU,GTX980TI-6GD5,Asus,ASUS GTX 980 Ti 6GB,68,79.9,218447,7220%
GPU,GTX 980TI GAMING 6G,MSI,MSI GTX 980 Ti 6GB Gaming,68,79.9,218447,7220%
GPU,GV-N98TG1 GAMING-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB GV-N98TG1,68,79.9,218447,7220%
GPU,GV-N98TWF3OC-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB Windforce 3X OC,68,79.9,218447,7220%
GPU,GTX 980Ti GAMING 6G GOLDEN EDITION,MSI,MSI GTX 980 TI 6GB OC GOLDEN LE,68,79.9,218447,7220%
GPU,06G-P4-0998-KR,EVGA,EVGA GTX 980 Ti 6GB Classified Gaming ACX 2.0+,68,79.9,218447,7220%
GPU,,Nvidia,GTX 1070,69,79.8,1286823,7198%
GPU,GTX1070-8G,Asus,ASUS GTX 1070 8GB Founders Edition,69,79.8,1286823,7198%
GPU,ZT-P10700A-10P,Nvidia,ZOTAC GTX 1070 8GB Founders Edition ,69,79.8,1286823,7198%
GPU,VCGGTX10708PB-CG,Nvidia,PNY GTX 1070 8GB Founders Edition,69,79.8,1286823,7198%
GPU,GV-N1070D5-8GD-B,Nvidia,Gigabyte GTX 1070 8GB Founders Edition,69,79.8,1286823,7198%
GPU,MSI GeForce GTX 1070 Founders Edition,Nvidia,MSI GTX 1070 Founders Edition,69,79.8,1286823,7198%
GPU,08G-P4-6170-KR,EVGA,EVGA GTX 1070 8GB Founders Edition,69,79.8,1286823,7198%
GPU,GeForce GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,69,79.8,1286823,7198%
GPU,GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,69,79.8,1286823,7198%
GPU,GV-N1070G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1070 8GB G1 Gaming,69,79.8,1286823,7198%
GPU,GeForce GTX 1070 ARMOR 8G OC,MSI,MSI GTX 1070 8GB ARMOR OC,69,79.8,1286823,7198%
GPU,08G-P4-6173-KR,EVGA,EVGA GTX 1070 8GB SC GAMING,69,79.8,1286823,7198%
GPU,STRIX-GTX1070-O8G-GAMING,Asus,Asus GTX 1070 8GB STRIX OC,69,79.8,1286823,7198%
GPU,08G-P4-6276-KR,EVGA,EVGA GTX 1070 8GB FTW Gaming,69,79.8,1286823,7198%
GPU,STRIX-GTX1070-8G-GAMING,Asus,Asus GTX 1070 8GB STRIX,69,79.8,1286823,7198%
GPU,ZT-P10700B-10P,Zotac,Zotac GTX 1070 8GB AMP! Extreme,69,79.8,1286823,7198%
GPU,GV-N1070WF2OC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Windforce OC,69,79.8,1286823,7198%
GPU,GeForce GTX 1070 GAMING 8G,MSI,MSI GTX 1070 8GB Gaming,69,79.8,1286823,7198%
GPU,DUAL-GTX1070-O8G,Asus,Asus GTX 1070 8GB Dual OC,69,79.8,1286823,7198%
GPU,08G-P4-5173-KR,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,69,79.8,1286823,7198%
GPU,08G-P4-6171-KR,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,69,79.8,1286823,7198%
GPU,08G-P4-6274-KR,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,69,79.8,1286823,7198%
GPU,426018336-3682,Gainward,Gainward GTX 1070 8GB Phoenix GS,69,79.8,1286823,7198%
GPU,GV-N1070XTREME-8GD,Gigabyte,Gigabyte GTX 1070 8GB XTREME,69,79.8,1286823,7198%
GPU,TURBO-GTX1070-8G,Asus,Asus GTX 1070 8GB Turbo,69,79.8,1286823,7198%
GPU,GeForce GTX 1070 SEA HAWK X,MSI,MSI GTX 1070 8GB SEA HAWK X,69,79.8,1286823,7198%
GPU,GV-N1070IXOC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,69,79.8,1286823,7198%
GPU,08G-P4-6676-KR,EVGA,EVGA GTX 1070 8GB FTW2,69,79.8,1286823,7198%
GPU,,Nvidia,RTX 2070 (Mobile Max-Q),70,78.6,9581,6940%
GPU,,Nvidia,GTX 1080 (Mobile Max-Q),71,78.1,3126,6832%
GPU,,Nvidia,GTX Titan X,72,76.9,18905,6573%
GPU,12G-P4-2992-KR,EVGA,EVGA GTX TITAN X 12GB SC,72,76.9,18905,6573%
GPU,GTXTITANX-12GD5,Asus,ASUS GTX TITAN X 12GB,72,76.9,18905,6573%
GPU,12G-P4-2990-KR,EVGA,EVGA GTX TITAN X 12GB,72,76.9,18905,6573%
GPU,,Nvidia,GTX 1660-Ti,73,76.2,320515,6422%
GPU,GTX 1660 TI VENTUS XS 6G OC,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,73,76.2,320515,6422%
GPU,06G-P4-1261-KR,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,73,76.2,320515,6422%
GPU,GTX 1660 TI GAMING X 6G,MSI,MSI GTX 1660 Ti 6GB Gaming X,73,76.2,320515,6422%
GPU,DUAL-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Dual,73,76.2,320515,6422%
GPU,06G-P4-1263-KR,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,73,76.2,320515,6422%
GPU,GV-N166TWF2OC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,73,76.2,320515,6422%
GPU,GV-N166TOC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,73,76.2,320515,6422%
GPU,PH-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Phoenix,73,76.2,320515,6422%
GPU,,AMD,RX 6600,74,75.8,19436,6336%
GPU,DUAL-RX6600-8G,Asus,Asus RX 6600 8GB Dual,74,75.8,19436,6336%
GPU,RX-66XL8LFDQ,XFX,XFX RX 6600 8GB Speedster SWFT 210,74,75.8,19436,6336%
GPU,GV-R66EAGLE-8GD,Gigabyte,Gigabyte RX 6600 8GB Eagle,74,75.8,19436,6336%
GPU,RX 6600 MECH 2X 8G,MSI,MSI RX 6600 8GB Mech 2X OC,74,75.8,19436,6336%
GPU,11310-01-20G,Sapphire,Sapphire RX 6600 8GB Pulse,74,75.8,19436,6336%
GPU,‎AXRX 6600 8GBD6-3DHL,PowerColor,PowerColor RX 6600 8GB Hellhound,74,75.8,19436,6336%
GPU,AXRX 6600 8GBD6-3DH,PowerColor,PowerColor RX 6600 8GB Fighter,74,75.8,19436,6336%
GPU,,Nvidia,Quadro M6000 24GB,75,75.3,336,6228%
GPU,,Nvidia,Quadro M6000,76,73.3,596,5797%
GPU,,AMD,RX 6600M,77,72.6,498,5647%
GPU,,Nvidia,RTX 3050,78,71.7,26735,5453%
GPU, ROG-STRIX-RTX3050-O8G-GAMING,Asus,Asus RTX 3050 8GB ROG Strix OC,78,71.7,26735,5453%
GPU,PH-RTX3050-8G,Asus,Asus RTX 3050 8GB Phoenix,78,71.7,26735,5453%
GPU,‎DUAL-RTX3050-O8G,Asus,Asus RTX 3050 8GB Dual OC,78,71.7,26735,5453%
GPU,‎GV-N3050GAMING OC-8GD,Gigabyte,Gigabyte RTX 3050 8GB Gaming OC,78,71.7,26735,5453%
GPU,V397-418R,MSI,MSI RTX 3050 8GB Ventus 2X OC,78,71.7,26735,5453%
GPU,08G-P5-3553-KR,EVGA,EVGA RTX 3050 8GB XC Gaming,78,71.7,26735,5453%
GPU,ZT-A30500H-10M,Zotac,Zotac RTX 3050 8GB Twin Edge OC,78,71.7,26735,5453%
GPU,V397-421R,MSI,MSI RTX 3050 8GB Gaming X,78,71.7,26735,5453%
GPU,‎GV-N3050EAGLE OC-8GD,Gigabyte,Gigabyte RTX 3050 8GB Eagle OC,78,71.7,26735,5453%
